Siemens/DI	Parametres	V/Zone	V/Adresse	V/libelle	V/parentlibelle	V/modbusadresse
DI_ZD_10_A483	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_10	10	5	_RESERVE_CUISINE	_LOCAUX_ZDA_10	483
DI_ZD_10_A482	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_10	10	4	_RESERVE_CUISINE	_LOCAUX_ZDA_10	482
DI_ZD_10_A481	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_10	10	3	_RESERVE_CUISINE	_LOCAUX_ZDA_10	481
DI_ZD_10_A480	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_10	10	2	_VESTIAIRES_FEMMES	_LOCAUX_ZDA_10	480
DI_ZD_10_A479	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_10	10	1	_VESTIAIRES_HOMMES	_LOCAUX_ZDA_10	479
DI_ZD_9_A478	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_9	9	1	_COULOIR_VESTIAIRES	_CIRCULATION_ZDA_9	478
DI_ZD_7_A476	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_7	7	1	_LOCAL_COURANT_FAIBLE_D_I_	_LOCAUX_TECHNIQUE_ZDA_7	476
DI_ZD_3_A374	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_3	3	28	_DEPOT_N_1_PREFECTURE	_LOCAUX_ZDA_3	374
DI_ZD_7_A477	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_7	7	2	_LOCAL_T_G_B_T_	_LOCAUX_TECHNIQUE_ZDA_7	477
DI_ZD_2_A344	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	10	_LOCAL_TECHNIQUE_PRODUCTION_FROID_ENTREE	_LOCAUX_TECHNIQUE_ZDA_2	344
DI_ZD_2_A343	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	9	_LOCAL_TECHNIQUE_PRODUCTION_FROID_FOND	_LOCAUX_TECHNIQUE_ZDA_2	343
DI_ZD_2_A342	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	8	_LOCAL_TECHNIQUE_TRAITEMENT_D_AIR_FOND	_LOCAUX_TECHNIQUE_ZDA_2	342
DI_ZD_2_A341	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	7	_LOCAL_SOUS_STATION_CENTRE	_LOCAUX_TECHNIQUE_ZDA_2	341
DI_ZD_2_A340	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	6	_LOCAL_SOUS_STATION	_LOCAUX_TECHNIQUE_ZDA_2	340
DI_ZD_2_A339	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	5	_LOCAL_SOUS_STATION	_LOCAUX_TECHNIQUE_ZDA_2	339
DI_ZD_16_A406	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_16	16	2	_DM_PREPARATION_FROIDE	_DM_NIVEAU_R_1_ZDM_16	406
DI_ZD_16_A405	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_16	16	1	_DM_CIRCULATION_M_CHARGE	_DM_NIVEAU_R_1_ZDM_16	405
DI_ZD_15_A384	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	5	_CUISSON_COTE_SALLE	_CUISINE_ZDA_15	384
DI_ZD_15_A383	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	4	_PREPARATION_FROIDE	_CUISINE_ZDA_15	383
DI_ZD_15_A382	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	3	_DEBOITAGE_DECONDITIONNEMENT	_CUISINE_ZDA_15	382
DI_ZD_15_A381	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	2	_LEGUMERIE	_CUISINE_ZDA_15	381
DI_ZD_15_A380	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	1	_LOCAL_BROYEUR	_CUISINE_ZDA_15	380
DI_ZD_2_A346	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	12	_LOCAL_TECHNIQUE_TRAITEMENT_D_AIR	_LOCAUX_TECHNIQUE_ZDA_2	346
DI_ZD_2_A345	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_2	2	11	_LOCAL_TECHNIQUE_TRAITEMENT_D_AIR_ENTREE	_LOCAUX_TECHNIQUE_ZDA_2	345
DI_ZD_16_A409	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_16	16	5	_DM_PREPARATION_FROIDE_COTE_CUISSON	_DM_NIVEAU_R_1_ZDM_16	409
DI_ZD_16_A408	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_16	16	4	_DM_CIRCULATION_PATISSERIE	_DM_NIVEAU_R_1_ZDM_16	408
DI_ZD_16_A407	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_16	16	3	_DM_CUISSON_PLONGE	_DM_NIVEAU_R_1_ZDM_16	407
DI_ZD_15_A389	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	10	_CUISSON	_CUISINE_ZDA_15	389
DI_ZD_15_A388	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	9	_CUISSON	_CUISINE_ZDA_15	388
DI_ZD_15_A387	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	8	_CUISSON	_CUISINE_ZDA_15	387
DI_ZD_15_A386	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	7	_CUISSON_COTE_SALLE	_CUISINE_ZDA_15	386
DI_ZD_15_A385	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_15	15	6	_CUISSON_COTE_SALLE	_CUISINE_ZDA_15	385
DI_ZD_5_A469	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_5	5	2	_HALL_ENTREE_CENTRE_COTE_ESCALIERS	_ZDA_5__HALL_ENTREE	469
DI_ZD_5_A468	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_5	5	1	_HALL_ENTREE_CENTRE	_ZDA_5__HALL_ENTREE	468
DI_ZD_11_A509	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_11	11	6	_DM_CRECHE_POUPONNIERE	_DM_NIVEAU_RDC_ZDM_11	509
DI_ZD_11_A508	/Siemens/DI/Cadam_Esterel_Recu_27_05_2019/Zone_11	11	5	_DM_CRECHE_ENTREE_S_REPOS	_DM_NIVEAU_RDC_ZDM_11	508
