DEF/DI	Parameters	V/Module	V/Ligne	V/Adresse	V/Zone	V/Libelle	V/IndexJbus	V/IndesJbusZone
DI_Zone_0002_0113	/DEF/DI/Closseur25614261851258/53	2	2	113	53	DI M.DES.M RDC OFII LOCAL INFORMATIQUE	488	134
DI_Zone_0002_0114	/DEF/DI/Closseur25614261851258/52	2	2	114	52	DI M.DES.M RDC OFII CIRCUL VERS WC	489	135
DI_Zone_0002_0115	/DEF/DI/Closseur25614261851258/53	2	2	115	53	DI M.DES.M RDC OFII POLE ASILE	490	134
DI_Zone_0002_0116	/DEF/DI/Closseur25614261851258/51	2	2	116	51	DM M.DES.M RDC OFII SORTIE SECOURS EST	491	18
DI_Zone_0002_0117	/DEF/DI/Closseur25614261851258/52	2	2	117	52	DI M.DES.M RDC OFII SORTIE SECOURS EST	492	135
DI_Zone_0002_0118	/DEF/DI/Closseur25614261851258/53	2	2	118	53	DI M.DES.M RDC OFII BUREAU RESP RETOUR	493	134
DI_Zone_0002_0119	/DEF/DI/Closseur25614261851258/52	2	2	119	52	DI M.DES.M RDC OFII CIRCUL RESP RETOUR	494	135
DI_Zone_0002_0120	/DEF/DI/Closseur25614261851258/53	2	2	120	53	DI M.DES.M RDC OFII RESP IMMIGRATION	495	134
DI_Zone_0002_0121	/DEF/DI/Closseur25614261851258/53	2	2	121	53	DI M.DES.M RDC OFII POLE IMMIGRATION	496	134
DI_Zone_0002_0122	/DEF/DI/Closseur25614261851258/52	2	2	122	52	DI M.DES.M RDC OFII CIRCUL SALLE REUNION	497	135
DI_Zone_0002_0123	/DEF/DI/Closseur25614261851258/53	2	2	123	53	DI M.DES.M RDC OFII SALLE DE REUNION	498	134
DI_Zone_0002_0124	/DEF/DI/Closseur25614261851258/53	2	2	124	53	DI M.DES.M RDC OFII FONCTIONS SUPPORTS	499	134
DI_Zone_0002_0125	/DEF/DI/Closseur25614261851258/53	2	2	125	53	DI M.DES.M RDC OFII DIREC.TERRITORIA.ADJ	500	134
DI_Zone_0003_0001	/DEF/DI/Closseur25614261851258/30	3	1	1	30	 DI MDM 3EME BULLE B CIRCULATION	501	106
DI_Zone_0003_0002	/DEF/DI/Closseur25614261851258/30	3	1	2	30	 DI MDM 3EME BULLE B CIRCULATION	502	106
DI_Zone_0003_0003	/DEF/DI/Closseur25614261851258/37	3	1	3	37	DM MDM 3EME BULLE B CIRCULATION	503	100
DI_Zone_0003_0004	/DEF/DI/Closseur25614261851258/30	3	1	4	30	 DI MDM 3EME BULLE B CIRCULATION	504	106
DI_Zone_0003_0005	/DEF/DI/Closseur25614261851258/30	3	1	5	30	DI MDM 3EME BULLE B CIRCULATION	505	106
DI_Zone_0003_0006	/DEF/DI/Closseur25614261851258/29	3	1	6	29	DI MDM INT.2 BULLE B LOCAL TECH.	506	107
DI_Zone_0003_0007	/DEF/DI/Closseur25614261851258/28	3	1	7	28	DI MDM INT.3 BULLE B DEPOT	507	108
DI_Zone_0003_0008	/DEF/DI/Closseur25614261851258/31	3	1	8	31	DI MDM 3EME BULLE B ARCHIVES	508	109
DI_Zone_0003_0009	/DEF/DI/Closseur25614261851258/30	3	1	9	30	DI MDM 3EME BULLE C PASSERELLE	509	106
DI_Zone_0003_0010	/DEF/DI/Closseur25614261851258/30	3	1	10	30	DI MDM 3EME BULLE C CIRCULATION	510	106
DI_Zone_0003_0011	/DEF/DI/Closseur25614261851258/30	3	1	11	30	DI MDM 3EME BULLE C CIRCULATION	511	106
DI_Zone_0003_0012	/DEF/DI/Closseur25614261851258/37	3	1	12	37	DM MDM 3EME BULLE C CIRCULATION	512	100
DI_Zone_0003_0013	/DEF/DI/Closseur25614261851258/30	3	1	13	30	DI MDM 3EME BULLE C CIRCULATION	513	106
DI_Zone_0003_0014	/DEF/DI/Closseur25614261851258/29	3	1	14	29	DI MDM INT.2 BULLE C LOCAL TECH.	514	107
DI_Zone_0003_0015	/DEF/DI/Closseur25614261851258/28	3	1	15	28	DI MDM INT.3 BULLE C DEPOT	515	108
DI_Zone_0003_0016	/DEF/DI/Closseur25614261851258/31	3	1	16	31	DI MDM 3EME BULLE C DEPOT	516	109
DI_Zone_0003_0017	/DEF/DI/Closseur25614261851258/31	3	1	17	31	DI MDM 3EME NC LOCAL PAPETTERIE	517	109
DI_Zone_0003_0018	/DEF/DI/Closseur25614261851258/30	3	1	18	30	DI MDM 3EME BULLE A PASSERELLE	518	106
DI_Zone_0003_0019	/DEF/DI/Closseur25614261851258/30	3	1	19	30	MdM 3EME Bulle A circul.	519	106
DI_Zone_0003_0020	/DEF/DI/Closseur25614261851258/37	3	1	20	37	MdM 3EME Bulle A circul.	520	100
DI_Zone_0003_0021	/DEF/DI/Closseur25614261851258/30	3	1	21	30	MdM 3EME Bulle A circul.	521	106
DI_Zone_0003_0022	/DEF/DI/Closseur25614261851258/30	3	1	22	30	MdM 3EME Bulle A circul.	522	106
DI_Zone_0003_0023	/DEF/DI/Closseur25614261851258/30	3	1	23	30	MdM 3EME Bulle A circul.	523	106
DI_Zone_0003_0024	/DEF/DI/Closseur25614261851258/31	3	1	24	31	MdM 3EME Bulle A ARCHIVES	524	109
DI_Zone_0003_0025	/DEF/DI/Closseur25614261851258/29	3	1	25	29	MdM INT 2 Bulle A depot	525	107
DI_Zone_0003_0026	/DEF/DI/Closseur25614261851258/28	3	1	26	28	MdM INT 3 Bulle A depot	526	108
DI_Zone_0003_0027	/DEF/DI/Closseur25614261851258/31	3	1	27	31	MdM 3EME Bulle A local tech.	527	109
DI_Zone_0003_0028	/DEF/DI/Closseur25614261851258/30	3	1	28	30	MdM 3EME NC	528	106
DI_Zone_0003_0029	/DEF/DI/Closseur25614261851258/37	3	1	29	37	MdM 3EME NC	529	100
DI_Zone_0003_0030	/DEF/DI/Closseur25614261851258/29	3	1	30	29	MdM INT 2 NC local tech.	530	107
DI_Zone_0003_0031	/DEF/DI/Closseur25614261851258/26	3	1	31	26	MdM 4EME Bulle B passerelle	531	110
DI_Zone_0003_0032	/DEF/DI/Closseur25614261851258/26	3	1	32	26	MdM 4EME Bulle B circul.	532	110
DI_Zone_0003_0033	/DEF/DI/Closseur25614261851258/37	3	1	33	37	MdM 4EME Bulle B circul.	533	100
DI_Zone_0003_0034	/DEF/DI/Closseur25614261851258/26	3	1	34	26	MdM 4EME Bulle B circul.	534	110
DI_Zone_0003_0035	/DEF/DI/Closseur25614261851258/26	3	1	35	26	MdM 4EME Bulle B circul.	535	110
DI_Zone_0003_0036	/DEF/DI/Closseur25614261851258/27	3	1	36	27	MdM 4EME Bulle B depot	536	111
DI_Zone_0003_0037	/DEF/DI/Closseur25614261851258/26	3	1	37	26	MdM 4EME Bulle C passerelle	537	110
DI_Zone_0003_0038	/DEF/DI/Closseur25614261851258/26	3	1	38	26	MdM 4EME Bulle C circul.	538	110
DI_Zone_0003_0039	/DEF/DI/Closseur25614261851258/26	3	1	39	26	MdM 4EME Bulle C circul.	539	110
DI_Zone_0003_0040	/DEF/DI/Closseur25614261851258/37	3	1	40	37	MdM 4EME Bulle C circul.	540	100
DI_Zone_0003_0041	/DEF/DI/Closseur25614261851258/26	3	1	41	26	MdM 4EME Bulle C circul.	541	110
DI_Zone_0003_0042	/DEF/DI/Closseur25614261851258/27	3	1	42	27	MdM 4EME Bulle C depot	542	111
DI_Zone_0003_0043	/DEF/DI/Closseur25614261851258/26	3	1	43	26	MdM 4EME Bulle A passerelle	543	110
DI_Zone_0003_0044	/DEF/DI/Closseur25614261851258/26	3	1	44	26	MdM 4EME Bulle A circul.	544	110
DI_Zone_0003_0045	/DEF/DI/Closseur25614261851258/37	3	1	45	37	MdM 4EME Bulle A circul.	545	100
DI_Zone_0003_0046	/DEF/DI/Closseur25614261851258/26	3	1	46	26	MdM 4EME Bulle A circul.	546	110
DI_Zone_0003_0047	/DEF/DI/Closseur25614261851258/26	3	1	47	26	MdM 4EME Bulle A circul.	547	110
DI_Zone_0003_0048	/DEF/DI/Closseur25614261851258/27	3	1	48	27	MdM 4EME Bulle A depot	548	111
DI_Zone_0003_0049	/DEF/DI/Closseur25614261851258/26	3	1	49	26	MdM 4EME NC	549	110
DI_Zone_0003_0050	/DEF/DI/Closseur25614261851258/37	3	1	50	37	MdM 4EME NC	550	100
DI_Zone_0003_0051	/DEF/DI/Closseur25614261851258/24	3	1	51	24	MdM 5EME Bulle B passerelle	551	114
DI_Zone_0003_0052	/DEF/DI/Closseur25614261851258/24	3	1	52	24	MdM 5EME Bulle B circul.	552	114
DI_Zone_0003_0053	/DEF/DI/Closseur25614261851258/37	3	1	53	37	MdM 5EME Bulle B circul.	553	100
DI_Zone_0003_0054	/DEF/DI/Closseur25614261851258/24	3	1	54	24	MdM 5EME Bulle B circul.	554	114
DI_Zone_0003_0055	/DEF/DI/Closseur25614261851258/24	3	1	55	24	MdM 5EME Bulle B circul.	555	114
DI_Zone_0003_0056	/DEF/DI/Closseur25614261851258/101	3	1	56	101	MdM 3EME CCF Bulle B	556	17
DI_Zone_0003_0057	/DEF/DI/Closseur25614261851258/25	3	1	57	25	MdM 5EME Bulle B depot	557	115
DI_Zone_0003_0058	/DEF/DI/Closseur25614261851258/24	3	1	58	24	MdM 5EME Bulle C passerelle	558	114
DI_Zone_0003_0059	/DEF/DI/Closseur25614261851258/24	3	1	59	24	MdM 5EME Bulle C circul.	559	114
DI_Zone_0003_0060	/DEF/DI/Closseur25614261851258/24	3	1	60	24	MdM 5EME Bulle C circul.	560	114
DI_Zone_0003_0062	/DEF/DI/Closseur25614261851258/24	3	1	62	24	MdM 5EME Bulle C circul.	562	114
DI_Zone_0003_0063	/DEF/DI/Closseur25614261851258/25	3	1	63	25	MdM 5EME Bulle C depot	563	115
DI_Zone_0003_0064	/DEF/DI/Closseur25614261851258/24	3	1	64	24	MdM 5EME Bulle A passerelle	564	114
DI_Zone_0003_0065	/DEF/DI/Closseur25614261851258/24	3	1	65	24	MdM 5EME Bulle A circul.	565	114
DI_Zone_0003_0067	/DEF/DI/Closseur25614261851258/101	3	1	67	101	MdM 3EME CCF Bulle C	567	17
DI_Zone_0003_0068	/DEF/DI/Closseur25614261851258/24	3	1	68	24	MdM 5EME Bulle A circul.	568	114
DI_Zone_0003_0069	/DEF/DI/Closseur25614261851258/25	3	1	69	25	MdM 5EME Bulle A depot	569	115
DI_Zone_0003_0070	/DEF/DI/Closseur25614261851258/25	3	1	70	25	MdM 5EME Bulle A depot	570	115
DI_Zone_0003_0071	/DEF/DI/Closseur25614261851258/24	3	1	71	24	MdM 5EME: Bulle A circul.	571	114
DI_Zone_0003_0072	/DEF/DI/Closseur25614261851258/24	3	1	72	24	MdM 5EME NC	572	114
DI_Zone_0003_0074	/DEF/DI/Closseur25614261851258/22	3	1	74	22	MdM 6EME Bulle B passerelle	574	116
DI_Zone_0003_0075	/DEF/DI/Closseur25614261851258/22	3	1	75	22	MdM 6EME Bulle B circul.	575	116
DI_Zone_0003_0076	/DEF/DI/Closseur25614261851258/37	3	1	76	37	MdM 6EME Bulle B circul.	576	100
DI_Zone_0003_0077	/DEF/DI/Closseur25614261851258/22	3	1	77	22	MdM 6EME Bulle B circul.	577	116
DI_Zone_0003_0078	/DEF/DI/Closseur25614261851258/22	3	1	78	22	MdM 6EME Bulle B circul.	578	116
DI_Zone_0003_0079	/DEF/DI/Closseur25614261851258/23	3	1	79	23	MdM 6EME Bulle B depot	579	117
DI_Zone_0003_0080	/DEF/DI/Closseur25614261851258/22	3	1	80	22	MdM 6EME Bulle C passerelle	580	116
DI_Zone_0003_0081	/DEF/DI/Closseur25614261851258/101	3	1	81	101	MdM 3EME CFF Bulle A	581	17
DI_Zone_0003_0082	/DEF/DI/Closseur25614261851258/22	3	1	82	22	MdM 6EME Bulle C circul.	582	116
DI_Zone_0003_0083	/DEF/DI/Closseur25614261851258/101	3	1	83	101	MdM 4EME CCF Bulle C	583	17
DI_Zone_0003_0084	/DEF/DI/Closseur25614261851258/37	3	1	84	37	MdM 6EME Bulle C circul.	584	100
DI_Zone_0003_0085	/DEF/DI/Closseur25614261851258/22	3	1	85	22	MdM 6EME Bulle C circul.	585	116
DI_Zone_0003_0086	/DEF/DI/Closseur25614261851258/23	3	1	86	23	MdM 6EME Bulle C depot	586	117
DI_Zone_0003_0087	/DEF/DI/Closseur25614261851258/23	3	1	87	23	MdM 6EME Bulle C depot	587	117
DI_Zone_0003_0088	/DEF/DI/Closseur25614261851258/22	3	1	88	22	MdM 6EME Bulle C circul.	588	116
DI_Zone_0003_0089	/DEF/DI/Closseur25614261851258/22	3	1	89	22	MdM 6EME Bulle A passerelle	589	116
DI_Zone_0003_0090	/DEF/DI/Closseur25614261851258/22	3	1	90	22	MdM 6EME Bulle A circul.	590	116
DI_Zone_0003_0092	/DEF/DI/Closseur25614261851258/22	3	1	92	22	MdM 6EME Bulle A circul.	592	116
DI_Zone_0003_0093	/DEF/DI/Closseur25614261851258/23	3	1	93	23	MdM 6EME Bulle A depot	593	117
DI_Zone_0003_0094	/DEF/DI/Closseur25614261851258/22	3	1	94	22	MdM 6EME NC	594	116
DI_Zone_0003_0095	/DEF/DI/Closseur25614261851258/37	3	1	95	37	MdM 6EME NC	595	100
DI_Zone_0003_0096	/DEF/DI/Closseur25614261851258/21	3	1	96	21	MdM 7EME NC mach. asc.	596	118
DI_Zone_0003_0097	/DEF/DI/Closseur25614261851258/21	3	1	97	21	MdM 7EME NC local tech.	597	118
DI_Zone_0003_0098	/DEF/DI/Closseur25614261851258/101	3	1	98	101	MdM 4EME CCF Bulle A	598	17
DI_Zone_0003_0099	/DEF/DI/Closseur25614261851258/101	3	1	99	101	MdM 5EME CCF Bulle C	599	17
DI_Zone_0003_0100	/DEF/DI/Closseur25614261851258/101	3	1	100	101	MdM 5EME CCF Bulle A	600	17
DI_Zone_0003_0101	/DEF/DI/Closseur25614261851258/101	3	1	101	101	MdM 6EME CCF Bulle C	601	17
DI_Zone_0003_0102	/DEF/DI/Closseur25614261851258/101	3	1	102	101	MdM 6EME CCF Bulle A	602	17
DI_Zone_0003_0103	/DEF/DI/Closseur25614261851258/101	3	1	103	101	MdM 4EME CCF Bulle B	603	17
DI_Zone_0003_0104	/DEF/DI/Closseur25614261851258/27	3	1	104	27	MdM 4EME NC LT VDI	604	111
DI_Zone_0003_0105	/DEF/DI/Closseur25614261851258/101	3	1	105	101	MdM 5EME CCF Bulle B	605	17
DI_Zone_0003_0106	/DEF/DI/Closseur25614261851258/25	3	1	106	25	MdM 5EME NC LT VDI	606	115
DI_Zone_0003_0107	/DEF/DI/Closseur25614261851258/101	3	1	107	101	MdM 6EME CCF Bulle B	607	17
DI_Zone_0003_0108	/DEF/DI/Closseur25614261851258/23	3	1	108	23	MdM 6EME NC LT VDI	608	117
DI_Zone_0003_0109	/DEF/DI/Closseur25614261851258/37	3	1	109	37	MdM 5EME Bulle C circul.	609	100
DI_Zone_0003_0110	/DEF/DI/Closseur25614261851258/37	3	1	110	37	MdM 5EME Bulle A circul.	610	100
DI_Zone_0003_0111	/DEF/DI/Closseur25614261851258/37	3	1	111	37	MdM 5EME NC	611	100
DI_Zone_0003_0112	/DEF/DI/Closseur25614261851258/37	3	1	112	37	MdM 6EME Bulle A circul.	612	100
