DEF/DI	Parametres	V/Adresse	V/Libelle	V/Ligne	V/Module
DAS_3_1_78	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	78	MdM 6EME Bulle B circul.	1	3
DAS_3_1_79	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF117	79	MdM 6EME Bulle B depot	1	3
DAS_3_1_80	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	80	MdM 6EME Bulle C passerelle	1	3
DAS_3_1_81	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	81	MdM 3EME CFF Bulle A 	1	3
DAS_3_1_82	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	82	MdM 6EME Bulle C circul.	1	3
DAS_3_1_83	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	83	MdM 4EME CCF Bulle C 	1	3
DAS_3_1_84	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	84	MdM 6EME Bulle C circul.	1	3
DAS_3_1_85	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	85	MdM 6EME Bulle C circul.	1	3
DAS_3_1_86	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF117	86	MdM 6EME Bulle C depot	1	3
DAS_3_1_87	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF117	87	MdM 6EME Bulle C depot	1	3
DAS_3_1_88	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	88	MdM 6EME Bulle C circul.	1	3
DAS_3_1_89	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	89	MdM 6EME Bulle A passerelle	1	3
DAS_3_1_90	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	90	MdM 6EME Bulle A circul.	1	3
DAS_3_1_92	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	92	MdM 6EME Bulle A circul.	1	3
DAS_3_1_93	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF117	93	MdM 6EME Bulle A depot	1	3
DAS_3_1_94	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	94	MdM 6EME NC	1	3
DAS_3_1_95	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	95	MdM 6EME NC	1	3
DAS_3_1_96	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF118	96	MdM 7EME NC mach. asc.	1	3
DAS_3_1_97	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF118	97	MdM 7EME NC local tech.	1	3
DAS_3_1_98	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	98	MdM 4EME CCF Bulle A	1	3
DAS_3_1_99	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	99	MdM 5EME CCF Bulle C	1	3
DAS_3_1_100	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	100	MdM 5EME CCF Bulle A	1	3
DAS_3_1_101	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	101	MdM 6EME CCF Bulle C	1	3
DAS_3_1_102	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	102	MdM 6EME CCF Bulle A	1	3
DAS_3_1_103	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	103	MdM 4EME CCF Bulle B 	1	3
DAS_3_1_104	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF111	104	MdM 4EME NC LT VDI	1	3
DAS_3_1_105	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	105	MdM 5EME CCF Bulle B	1	3
DAS_3_1_106	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF115	106	MdM 5EME NC LT VDI	1	3
DAS_3_1_107	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	107	MdM 6EME CCF Bulle B 	1	3
DAS_3_1_108	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF117	108	MdM 6EME NC LT VDI	1	3
DAS_3_1_109	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	109	MdM 5EME Bulle C circul.	1	3
DAS_3_1_110	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	110	MdM 5EME Bulle A circul.	1	3
DAS_3_1_111	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	111	MdM 5EME NC	1	3
DAS_3_1_112	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	112	MdM 6EME Bulle A circul.	1	3
