DEF/DI	Parametres	V/Adresse	V/Libelle	V/Ligne	V/Module
DAS_2_2_6	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF14	6	DI M.DES.M RDC ATTENTE SERVICE ETRANGERS	2	2
DAS_2_2_7	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	7	DI M.DES.M RDC ARCHIVES ETRANGERS	2	2
DAS_2_2_8	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	8	DI M.DES.M RDC ARCHIVES ETRANGERS	2	2
DAS_2_2_9	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	9	DI M.DES.M RDC ARCHIVES ETRANGERS	2	2
DAS_2_2_10	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	10	DI M.DES.M RDC ARCHIVES ETRANGERS	2	2
DAS_2_2_11	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	11	DI M.DES.M RDC ARCHIVES ETRANGERS	2	2
DAS_2_2_12	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	12	DI M.DES.M RDC BULLE B CIRCULATION NORD	2	2
DAS_2_2_13	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF56	13	DI M.DES.M INT1 BULLE B DEPOT	2	2
DAS_2_2_14	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	14	DM M.DES.M RDC ACCES CIRCULATION NORD	2	2
DAS_2_2_15	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	15	DI M.DES.M RDC BULLE B CIRCULATION NORD	2	2
DAS_2_2_16	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF57	16	DI M.DES.M RDC BULLE B FICHIER	2	2
DAS_2_2_17	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	17	DI M.DES.M RDC BULLE B CIRCULATION NORD	2	2
DAS_2_2_18	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	18	DI M.DES.M RDC ACCES CIRCULATION OUEST	2	2
DAS_2_2_19	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	19	DI M.DES.M RDC ACCES CIRCULATION OUEST	2	2
DAS_2_2_20	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	20	DI M.DES.M RDC ACCUEIL PUBLIC ETRANGERS	2	2
DAS_2_2_21	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF55	21	DI M.DES.M RDC BULLE C CIRCULATION	2	2
DAS_2_2_22	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF56	22	DI M.DES.M INT1 BULLE C DEPOT	2	2
DAS_2_2_23	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF14	23	DI M.DES.M RDC CIRCUL DEVANT CARTE GRISE	2	2
DAS_2_2_24	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF14	24	DI M.DES.M RDC CIRCUL VERS AUTHION	2	2
DAS_2_2_25	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF14	25	DI M.DES.M RDC CIRCUL VERS AUTHION	2	2
DAS_2_2_26	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF130	26	DI M.DES.M RDC OFII ATTENTE MEDECIN	2	2
DAS_2_2_27	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF130	27	DI M.DES.M RDC OFII CABINET MEDECIN	2	2
DAS_2_2_28	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF130	28	DI M.DES.M RDC OFII CABINET MEDECIN	2	2
DAS_2_2_29	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF130	29	DI M.DES.M RDC OFII INFIRMERIE	2	2
DAS_2_2_30	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF130	30	DI M.DES.M RDC OFII SALLE DE PRELEVEMENT	2	2
DAS_2_2_31	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF131	31	DI M.DES.M RDC OFII ACCUEIL	2	2
DAS_2_2_32	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF131	32	DI M.DES.M RDC OFII ACCUEIL	2	2
DAS_2_2_33	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	33	DM M.DES.M RDC OFFI ENTREE	2	2
DAS_2_2_34	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF131	34	DI M.DES.M RDC OFII ACCUEIL	2	2
DAS_2_2_35	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF132	35	DI M.DES.M RDC OFII PLATEFORME D'ACCUEIL	2	2
DAS_2_2_36	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF131	36	DI M.DES.M RDC OFII ACCUEIL / BOX	2	2
DAS_2_2_37	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF131	37	DI M.DES.M RDC OFII ACCUEIL / BOX	2	2
DAS_2_2_38	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF131	38	DI M.DES.M RDC OFII ACCUEIL / BOX	2	2
DAS_2_2_39	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF57	39	DI M.D.M RDC ARCHIVES PERMIS DE CONDUIRE	2	2
DAS_2_2_40	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF63	40	DI M.D.M RDC ARCHIVES PERMIS CONDUIRE	2	2
DAS_2_2_41	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	41	DM M.DES.M RDC OFII SORTIE SECOURS SUD	2	2
DAS_2_2_42	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF64	42	DI M.D.M RDC ARCHIVES CARTES GRISES	2	2
DAS_2_2_43	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF64	43	DI M.D.M RDC ARCHIVES CARTES GRISES	2	2
DAS_2_2_44	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	44	MDM.RDC CIRCUL.DE SECOURS	2	2
DAS_2_2_45	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF57	45	DI M.DES.M RDC REPARTITEUR TELEPHONE	2	2
DAS_2_2_46	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF56	46	DI M.DES.M INT1 BULLE A DEPOT	2	2
DAS_2_2_47	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	47	DM M.DES.M RDC OFII SORTIE VERS DIRECTIO	2	2
DAS_2_2_48	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF65	48	DI M.DES.M RDC REGIE DES RECETTES	2	2
DAS_2_2_49	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	49	DM M.DES.M RDC ACCES SAS PORTES AUTO EST	2	2
DAS_2_2_50	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF59	50	DI M.DES.M RDC ACCES SAS PORTES AUTO EST	2	2
DAS_2_2_51	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF56	51	DI M.DES.M INT1 NOYAU CENTRAL LT3 CLIM	2	2
DAS_2_2_52	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	52	DI MDM 1ER BULLE B PASSERELLE	2	2
DAS_2_2_53	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	53	DI MDM 1ER BULLE B CIRCULATION	2	2
DAS_2_2_54	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	54	DM MDM 1ER BULLE B CIRCULATION	2	2
DAS_2_2_55	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	55	DI MDM 1ER BULLE  B CIRCULATION	2	2
DAS_2_2_56	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF101	56	 DI MDM 1ER BULLE B DEPOT	2	2
DAS_2_2_57	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	57	 DI MDM 1ER BULLE B CIRCULATION	2	2
DAS_2_2_58	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	58	 DI MDM 1ER BULLE C PASSERELLE	2	2
DAS_2_2_59	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	59	 DI MDM 1ER BULLE C CIRCULATION	2	2
DAS_2_2_60	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	60	DI MDM 1ER BULLE C CIRCULATION	2	2
DAS_2_2_61	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	61	DM MDM 1ER BULLE C CIRCULATION	2	2
DAS_2_2_62	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF101	62	 DI MDM 1ER BULLE C DEPOT	2	2
DAS_2_2_63	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	63	 DI MDM 1ER BULLE C CIRCULATION	2	2
DAS_2_2_64	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	64	DI MDM 1ER BULLE A PASSERELLE	2	2
DAS_2_2_65	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	65	DI MDM 1ER BULLE A CIRCULATION	2	2
DAS_2_2_66	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	66	DM MDM 1ER BULLE A CIRCULATION	2	2
DAS_2_2_67	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF101	67	DI MDM 1ER BULLE A DEPOT	2	2
DAS_2_2_68	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	68	DI MDM 1ER BULLE A CIRCULATION	2	2
DAS_2_2_69	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF99	69	DI MDM 1ER NC	2	2
DAS_2_2_70	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	70	DM MDM 1ER NC	2	2
DAS_2_2_71	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	71	DI MDM 2EME BULLE B PASSERELLE	2	2
DAS_2_2_72	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	72	DI MDM 2EME: BULLE B CIRCULATION	2	2
DAS_2_2_73	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	73	DM MDM 2EME BULLE B CIRCULATION	2	2
DAS_2_2_74	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	74	DI MDM 2EME BULLE B CIRCULATION	2	2
DAS_2_2_75	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	75	DI MDM 2EME BULLE B CIRCULATION	2	2
DAS_2_2_76	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	76	DI MDM 2EME BULLE B CIRCULATION	2	2
DAS_2_2_77	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF104	77	DI MDM 2EME BULLE B DEPOT	2	2
DAS_2_2_78	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	78	DI MDM 2EME BULLE C PASSERELLE	2	2
DAS_2_2_79	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	79	DI MDM 2EME BULLE C CIRCULATRION	2	2
DAS_2_2_80	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	80	DI MDM 2EME BULLE C CIRCULATION	2	2
DAS_2_2_81	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	81	DM MDM 2EME BULLE C CIRCULATION	2	2
DAS_2_2_82	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	82	DI MDM 2EME BULLE C CIRCULATION	2	2
DAS_2_2_83	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF104	83	DI MDM 2EME BULLE C DEPOT	2	2
DAS_2_2_84	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	84	DI MDM 2EME BULLE A PASSERELLE	2	2
DAS_2_2_85	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	85	DI MDM 2EME BULLE A CIRCULATION	2	2
DAS_2_2_86	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	86	DM MDM 2EME BULLE A CIRCULATION	2	2
DAS_2_2_87	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	87	DI MDM 2EME BULLE A CIRCULATION	2	2
DAS_2_2_88	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF104	88	DI MDM 2EME BULLE A DEPOT	2	2
DAS_2_2_89	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	89	DI MDM 2EME BULLE A CIRCULATION	2	2
DAS_2_2_90	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF103	90	DI MDM 2EME NC	2	2
DAS_2_2_91	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	91	DM MDM 2EME NC	2	2
DAS_2_2_92	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF52	92	DI M.DES.M R-1 NOYAU CENT RPARTITEUR TEL	2	2
DAS_2_2_93	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	93	DI M.DES.M RDC BUR 43 ARCHIVES ETRANGERS	2	2
DAS_2_2_94	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF54	94	DI M.DES.M RDC BUR 44 ARCHIVES ETRANGERS	2	2
DAS_2_2_95	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF104	95	DI MDM 2EME NC LT VDI	2	2
DAS_2_2_96	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	96	MDM RDC CCF NC	2	2
DAS_2_2_97	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	97	MDM 1ER CCF BULLE B	2	2
DAS_2_2_98	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	98	MDM 1ER BULLE C 	2	2
DAS_2_2_99	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	99	MDM 1ER CCF BULLE A 	2	2
DAS_2_2_100	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	100	MDM 2EME CCF BULLE B	2	2
DAS_2_2_101	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	101	MDM 2EME CCF BULLE C	2	2
DAS_2_2_102	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	102	MDM 2EME CCF BULLE A 	2	2
DAS_2_2_103	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF14	103	DI MDM.RDC BULLE A CIR.VERS PERMIS COND	2	2
DAS_2_2_104	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF126	104	MDM RDC CCF BULLE B	2	2
DAS_2_2_105	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	105	DI M.DES.M RDC OFII POLE ACCUEIL INTEGRA	2	2
DAS_2_2_106	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF101	106	DI MDM R+1 BUREAU 103	2	2
DAS_2_2_107	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	107	DI M.DES.M RDC OFII RESP ACCEUIL INTEGRA	2	2
DAS_2_2_108	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF63	108	DI - MDM RDC REGIS DES RECETTES ARCHIVES	2	2
DAS_2_2_109	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	109	DI M.DES.M RDC OFII BUREAU RESP ASILE	2	2
DAS_2_2_110	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	110	DI M.DES.M RDC OFII CIRCUL VERS L. INFO	2	2
DAS_2_2_111	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	111	DM M.DES.M RDC OFII LOCAL TECHNIQUE	2	2
DAS_2_2_112	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF132	112	DI M.DES.M RDC OFII ESPACE DETTENTE	2	2
DAS_2_2_113	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	113	DI M.DES.M RDC OFII LOCAL INFORMATIQUE	2	2
DAS_2_2_114	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	114	DI M.DES.M RDC OFII CIRCUL VERS WC	2	2
DAS_2_2_115	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	115	DI M.DES.M RDC OFII POLE ASILE	2	2
DAS_2_2_116	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF18	116	DM M.DES.M RDC OFII SORTIE SECOURS EST	2	2
DAS_2_2_117	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	117	DI M.DES.M RDC OFII SORTIE SECOURS EST	2	2
DAS_2_2_118	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	118	DI M.DES.M RDC OFII BUREAU RESP RETOUR	2	2
DAS_2_2_119	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	119	DI M.DES.M RDC OFII CIRCUL RESP RETOUR	2	2
DAS_2_2_120	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	120	DI M.DES.M RDC OFII RESP IMMIGRATION	2	2
DAS_2_2_121	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	121	DI M.DES.M RDC OFII POLE IMMIGRATION	2	2
DAS_2_2_122	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	122	DI M.DES.M RDC OFII CIRCUL SALLE REUNION	2	2
DAS_2_2_123	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	123	DI M.DES.M RDC OFII SALLE DE REUNION	2	2
DAS_2_2_124	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	124	DI M.DES.M RDC OFII FONCTIONS SUPPORTS	2	2
DAS_2_2_125	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	125	DI M.DES.M RDC OFII DIREC.TERRITORIA.ADJ	2	2
DAS_2_2_126	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF134	126	DI M.DES.M RDC OFII DIREC.TERRITORAILE	2	2
DAS_2_2_127	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	127	DI M.DES.M RDC OFII SORTIE VERS DIRECTIO	2	2
DAS_2_2_128	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF135	128	DI M.DES.M RDC OFII CIRCUL VERS DIRECTIO	2	2
DAS_3_1_1	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	1	 DI MDM 3EME BULLE B CIRCULATION	1	3
DAS_3_1_2	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	2	 DI MDM 3EME BULLE B CIRCULATION	1	3
DAS_3_1_3	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	3	DM MDM 3EME BULLE B CIRCULATION	1	3
DAS_3_1_4	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	4	 DI MDM 3EME BULLE B CIRCULATION	1	3
DAS_3_1_5	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	5	DI MDM 3EME BULLE B CIRCULATION	1	3
DAS_3_1_6	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF107	6	DI MDM INT.2 BULLE B LOCAL TECH.	1	3
DAS_3_1_7	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF108	7	DI MDM INT.3 BULLE B DEPOT	1	3
DAS_3_1_8	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF109	8	DI MDM 3EME BULLE B ARCHIVES	1	3
DAS_3_1_9	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	9	DI MDM 3EME BULLE C PASSERELLE	1	3
DAS_3_1_10	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	10	DI MDM 3EME BULLE C CIRCULATION	1	3
DAS_3_1_11	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	11	DI MDM 3EME BULLE C CIRCULATION	1	3
DAS_3_1_12	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	12	DM MDM 3EME BULLE C CIRCULATION	1	3
DAS_3_1_13	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	13	DI MDM 3EME BULLE C CIRCULATION	1	3
DAS_3_1_14	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF107	14	DI MDM INT.2 BULLE C LOCAL TECH.	1	3
DAS_3_1_15	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF108	15	DI MDM INT.3 BULLE C DEPOT	1	3
DAS_3_1_16	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF109	16	DI MDM 3EME BULLE C DEPOT	1	3
DAS_3_1_17	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF109	17	DI MDM 3EME NC LOCAL PAPETTERIE	1	3
DAS_3_1_18	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	18	DI MDM 3EME BULLE A PASSERELLE	1	3
DAS_3_1_19	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	19	MdM 3EME Bulle A circul.	1	3
DAS_3_1_20	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	20	MdM 3EME Bulle A circul.	1	3
DAS_3_1_21	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	21	MdM 3EME Bulle A circul.	1	3
DAS_3_1_22	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	22	MdM 3EME Bulle A circul.	1	3
DAS_3_1_23	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	23	MdM 3EME Bulle A circul.	1	3
DAS_3_1_24	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF109	24	MdM 3EME Bulle A ARCHIVES	1	3
DAS_3_1_25	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF107	25	MdM INT 2 Bulle A depot	1	3
DAS_3_1_26	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF108	26	MdM INT 3 Bulle A depot	1	3
DAS_3_1_27	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF109	27	MdM 3EME Bulle A local tech.	1	3
DAS_3_1_28	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF106	28	MdM 3EME NC	1	3
DAS_3_1_29	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	29	MdM 3EME NC	1	3
DAS_3_1_30	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF107	30	MdM INT 2 NC local tech.	1	3
DAS_3_1_31	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	31	MdM 4EME Bulle B passerelle	1	3
DAS_3_1_32	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	32	MdM 4EME Bulle B circul.	1	3
DAS_3_1_33	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	33	MdM 4EME Bulle B circul.	1	3
DAS_3_1_34	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	34	MdM 4EME Bulle B circul.	1	3
DAS_3_1_35	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	35	MdM 4EME Bulle B circul.	1	3
DAS_3_1_36	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF111	36	MdM 4EME Bulle B depot	1	3
DAS_3_1_37	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	37	MdM 4EME Bulle C passerelle	1	3
DAS_3_1_38	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	38	MdM 4EME Bulle C circul.	1	3
DAS_3_1_39	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	39	MdM 4EME Bulle C circul.	1	3
DAS_3_1_40	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	40	MdM 4EME Bulle C circul.	1	3
DAS_3_1_41	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	41	MdM 4EME Bulle C circul.	1	3
DAS_3_1_42	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF111	42	MdM 4EME Bulle C depot	1	3
DAS_3_1_43	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	43	MdM 4EME Bulle A passerelle	1	3
DAS_3_1_44	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	44	MdM 4EME Bulle A circul.	1	3
DAS_3_1_45	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	45	MdM 4EME Bulle A circul.	1	3
DAS_3_1_46	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	46	MdM 4EME Bulle A circul.	1	3
DAS_3_1_47	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	47	MdM 4EME Bulle A circul.	1	3
DAS_3_1_48	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF111	48	MdM 4EME Bulle A depot	1	3
DAS_3_1_49	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF110	49	MdM 4EME NC 	1	3
DAS_3_1_50	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	50	MdM 4EME NC	1	3
DAS_3_1_51	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	51	MdM 5EME Bulle B passerelle	1	3
DAS_3_1_52	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	52	MdM 5EME Bulle B circul.	1	3
DAS_3_1_53	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	53	MdM 5EME Bulle B circul.	1	3
DAS_3_1_54	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	54	MdM 5EME Bulle B circul.	1	3
DAS_3_1_55	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	55	MdM 5EME Bulle B circul.	1	3
DAS_3_1_56	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	56	MdM 3EME CCF Bulle B	1	3
DAS_3_1_57	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF115	57	MdM 5EME Bulle B depot	1	3
DAS_3_1_58	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	58	MdM 5EME Bulle C passerelle	1	3
DAS_3_1_59	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	59	MdM 5EME Bulle C circul.	1	3
DAS_3_1_60	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	60	MdM 5EME Bulle C circul.	1	3
DAS_3_1_62	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	62	MdM 5EME Bulle C circul.	1	3
DAS_3_1_63	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF115	63	MdM 5EME Bulle C depot	1	3
DAS_3_1_64	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	64	MdM 5EME Bulle A passerelle	1	3
DAS_3_1_65	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	65	MdM 5EME Bulle A circul.	1	3
DAS_3_1_67	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF17	67	MdM 3EME CCF Bulle C 	1	3
DAS_3_1_68	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	68	MdM 5EME Bulle A circul.	1	3
DAS_3_1_69	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF115	69	MdM 5EME Bulle A depot	1	3
DAS_3_1_70	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF115	70	MdM 5EME Bulle A depot	1	3
DAS_3_1_71	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	71	MdM 5EME: Bulle A circul.	1	3
DAS_3_1_72	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF114	72	MdM 5EME NC	1	3
DAS_3_1_74	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	74	MdM 6EME Bulle B passerelle	1	3
DAS_3_1_75	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	75	MdM 6EME Bulle B circul.	1	3
DAS_3_1_76	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF100	76	MdM 6EME Bulle B circul.	1	3
DAS_3_1_77	/ImportChubb/DI/CADAM_SDI_BLOC_EST_SEF116	77	MdM 6EME Bulle B circul.	1	3
