DEF/DI	Parameters	V/Module	V/Ligne	V/Adresse	V/Zone	V/Libelle	V/IndexJbus	V/IndesJbusZone
DI_0001_0002_0052	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	52	77	DM_FERION_R_1_BULLE_B_CIRCULATION	177	35
DI_0001_0002_0053	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_74	1	2	53	74	DI_FERION_R_1_BULLE_B_CIRCULATION	178	36
DI_0001_0002_0054	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_74	1	2	54	74	DI_FERION_R_1_BULLE_B_PASSERELLE	179	36
DI_0001_0002_0055	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	55	77	DM_FERION_R_2_NOYAU_CENTRAL	180	35
DI_0001_0002_0056	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	56	72	DI_FERION_R_2_NOYAU_CENTRAL	181	39
DI_0001_0002_0057	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	57	72	DI_FERION_R_2_BULLE_A_PASSERELLE	182	39
DI_0001_0002_0058	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_73	1	2	58	73	DI_FERION_R_2_BULLE_A_DEPOT	183	40
DI_0001_0002_0059	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	59	72	DI_FERION_R_2_BULLE_A_CIRCULATION	184	39
DI_0001_0002_0060	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	60	72	DI_FERION_R_2_BULLE_A_CIRCULATION	185	39
DI_0001_0002_0061	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	61	77	DM_FERION_R_2_BULLE_A_CIRCULATION	186	35
DI_0001_0002_0062	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	62	72	DI_FERION_R_2_BULLE_A_CIRCULATION	187	39
DI_0001_0002_0063	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_73	1	2	63	73	DI_FERION_R_2_LOCAL_MENAGE	188	40
DI_0001_0002_0064	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_73	1	2	64	73	DI_FERION_R_2_BULLE_B_DEPOT	189	40
DI_0001_0002_0065	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	65	72	DI_FERION_R_2_BULLE_B_CIRCULATION	190	39
DI_0001_0002_0066	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	66	72	DI_FERION_R_2_BULLE_B_CIRCULATION	191	39
DI_0001_0002_0067	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	67	72	DI_FERION_R_2_BULLE_B_CIRCULATION	192	39
DI_0001_0002_0068	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	68	77	DM_FERION_R_2_BULLE_B_CIRCULATION	193	35
DI_0001_0002_0069	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	69	72	DI_FERION_R_2_BULLE_B_CIRCULATION	194	39
DI_0001_0002_0070	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_72	1	2	70	72	DI_FERION_R_2_BULLE_B_PASSERELLE	195	39
DI_0001_0002_0071	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	71	77	DM_FERION_R_3_NOYAU_CENTRAL	196	35
DI_0001_0002_0072	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	72	102	DI_FERION_R_1_CCF_NC	197	37
DI_0001_0002_0073	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	73	70	DI_FERION_R_3_BULLE_A_PASSERELLE	198	42
DI_0001_0002_0074	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_71	1	2	74	71	DI_FERION_R_3_BULLE_A_DEPOT	199	41
DI_0001_0002_0075	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	75	70	DI_FERION_R_3_BULLE_A_CIRCULATION	200	42
DI_0001_0002_0076	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	76	70	DI_FERION_R_3_BULLE_A_CIRCULATION	201	42
DI_0001_0002_0077	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	77	77	DM_FERION_R_3_BULLE_A_CIRCULATION	202	35
DI_0001_0002_0078	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	78	70	DI_FERION_R_3_BULLE_A_CIRCULATION	203	42
DI_0001_0002_0079	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	79	70	DI_FERION_R_3_BULLE_B_CIRCULATION	204	42
DI_0001_0002_0080	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_71	1	2	80	71	DI_FERION_R_3_BULLE_B_DEPOT	205	41
DI_0001_0002_0081	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_69	1	2	81	69	DI_FERION_R_3_INTER2_BULLE_B_DEPOT	206	43
DI_0001_0002_0082	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_68	1	2	82	68	DI_FERION_R_3_INTER3_BULLE_B_DEPOT	207	44
DI_0001_0002_0083	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	83	77	DM_FERION_R_3_BULLE_B_CIRCULATION	208	35
DI_0001_0002_0084	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_71	1	2	84	71	DI_FERION_R_3_NC_LT_VDI	209	41
DI_0001_0002_0085	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	85	70	DI_FERION_R_3_BULLE_B_CIRCULATION	210	42
DI_0001_0002_0086	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	86	70	DI_FERION_R_3_BULLE_B_CIRCULATION	211	42
DI_0001_0002_0087	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	87	70	DI_FERION_R_3_BULLE_B_PASSERELLE	212	42
DI_0001_0002_0088	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_70	1	2	88	70	DI_FERION_R_3_NOYAU_CENTRAL	213	42
DI_0001_0002_0089	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_69	1	2	89	69	DI_FERION_R_3_INTER2_NOYAU_CENTRAL_L_T_	214	43
DI_0001_0002_0090	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	90	77	DM_FERION_R_4__NOYAU_CENTRAL	215	35
DI_0001_0002_0091	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_66	1	2	91	66	DI_FERION_R_4__BULLE_B_CIRCULATION	216	45
DI_0001_0002_0092	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_66	1	2	92	66	DI_FERION_R_4_BULLE_B_CIRCULATION	217	45
DI_0001_0002_0093	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	93	77	DM_FERION_R_4_BULLE_B_CIRCULATION	218	35
DI_0001_0002_0094	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_66	1	2	94	66	DI_FERION_R_4_BULLE_B_CIRCULATION	219	45
DI_0001_0002_0095	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_66	1	2	95	66	DI_FERION_R_4_BULLE_B_CIRCULATION	220	45
DI_0001_0002_0096	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_66	1	2	96	66	DI_FERION_R_4_BULLE_B_PASSERELLE	221	45
DI_0001_0002_0097	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_66	1	2	97	66	DI_FERION_R_4_NOYAU_CENTRAL	222	45
DI_0001_0002_0098	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	98	77	DM_FERION_R_5_NOYAU_CENTRAL	223	35
DI_0001_0002_0099	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_64	1	2	99	64	DI_FERION_R_5_NC	224	46
DI_0001_0002_0100	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	100	77	DM_FERION_R_6_NOYAU_CENTRAL	225	35
DI_0001_0002_0101	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_62	1	2	101	62	DI_FERION_R_6_NOYAU_CENTRAL	226	86
DI_0001_0002_0102	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_61	1	2	102	61	DI_FERION_R_7_NOYAU_CENTRAL_MACH_ASC_	227	48
DI_0001_0002_0103	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_61	1	2	103	61	DI_FERION_R_7_NOYAU_CENTRAL_L_T_	228	48
DI_0001_0002_0104	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_94	1	2	104	94	DM_FERION_R_1_NOYAU_CENTRAL	229	2
DI_0001_0002_0105	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	105	102	DI_FERION_R_2_CCF_NC	230	37
DI_0001_0002_0106	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_90	1	2	106	90	DI_FERION_R_1_CIRCUL__ACCES_CHAUFFERIE	231	1
DI_0001_0002_0107	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	107	102	DI_FERION_CCF_BULLE_A_R_1	232	37
DI_0001_0002_0108	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	108	102	DI_FERION_R_1_CCF_BULLE_B_	233	37
DI_0001_0002_0109	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	109	102	FERION_R_2__CCF_BULLE_A_	234	37
DI_0001_0002_0110	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	110	102	_FERION_R_2__CCF_BULLE_B_	235	37
DI_0001_0002_0111	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	111	102	CCF_FERION_R_3_BULLE_A_CIRCULATION	236	37
DI_0001_0002_0112	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	112	102	FERION_3EME_CCF_Bulle_B	237	37
DI_0001_0002_0113	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	113	102	FERION_R_4_CCF_BULLE_B_	238	37
DI_0001_0002_0114	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	114	102	DI_FERION_R_3_CCF_NC_	239	37
DI_0001_0002_0115	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_71	1	2	115	71	DI_FERION_NC_DEPOT_	240	41
DI_0001_0002_0116	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_102	1	2	116	102	FERION_R_4_CCF_NC	241	37
DI_0001_0002_0117	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_64	1	2	117	64	DI_FERION_R_5_BULLE_B_PASSERELLE	242	46
DI_0001_0002_0118	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_64	1	2	118	64	DI_FERION_R_5_BULLE_B_CIRCULATION	243	46
DI_0001_0002_0119	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_64	1	2	119	64	DI_FERION_R_5_BULLE_B_CIRCULATION	244	46
DI_0001_0002_0120	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_77	1	2	120	77	DM_FERION_R_5_BULLE_B_CIRCULATION	245	35
DI_0001_0002_0121	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_65	1	2	121	65	DI_FERION_R_5_NC_LT_VDI	246	88
DI_0001_0002_0122	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_64	1	2	122	64	DI_FERION_R_5_BULLE_B_CIRCULATION	247	46
DI_0001_0002_0123	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_82	1	2	123	82	DM___FERION_RDC_I_S__COTE_BUREAU_43	248	29
DI_0002_0001_0001	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	1	91	DI_AUTHION_R_1_PARKING_87	251	24
DI_0002_0001_0002	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	2	91	DI_AUTHION_R_1_PARKING_84	252	24
DI_0002_0001_0003	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	3	91	DI_PELA_R_1_PARKING_15	253	24
DI_0002_0001_0004	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	4	91	DI_PELA_R_1_PARKING_17	254	24
DI_0002_0001_0005	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	5	91	DI_PELA_R_1_PARKING_19	255	24
DI_0002_0001_0006	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	6	91	DI_PELA_R_1_PARKING_2	256	24
DI_0002_0001_0007	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	7	93	DI_PELA_R_1_DEPOT_3	257	3
DI_0002_0001_0008	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	8	193	DI_PELA_R_1_LOCAL_E_V_M_	258	52
DI_0002_0001_0009	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	9	193	DI_PELA_R_1_CIRCULATION_DEPOT_4	259	52
DI_0002_0001_0010	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	10	93	DI_PELA_R_1_ACCES_DEPOT_1	260	3
DI_0002_0001_0011	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	11	193	DI_PELA_R_1_DEPOT_4	261	52
DI_0002_0001_0012	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	12	193	DI_PELA_R_1_DEPOT_2	262	52
DI_0002_0001_0013	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	13	193	DI_PELA_R_1_DEPOT_1	263	52
DI_0002_0001_0014	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	14	91	DI_PELA_R_1_PARKING_13	264	24
DI_0002_0001_0015	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_94	2	1	15	94	DM_M_DES_M_R_1_PARKING_COTE_PELA	265	2
DI_0002_0001_0016	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	16	91	DI_M_DES_M_R_1_PARKING_62	266	24
DI_0002_0001_0017	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	17	91	DI_M_DES_M_R_1_PARKING_65	267	24
DI_0002_0001_0018	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	18	91	DI_M_DES_M_R_1_PARKING_16	268	24
DI_0002_0001_0019	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	19	91	DI_M_DES_M_R_1_PARKING_13	269	24
DI_0002_0001_0020	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	20	91	DI_M_DES_M_R_1_PARKING_10	270	24
DI_0002_0001_0021	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	21	91	DI_M_DES_M_R_1_PARKING_7	271	24
DI_0002_0001_0022	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	22	93	DI_M_DES_M_R_1_DEPOT_1	272	3
DI_0002_0001_0023	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_90	2	1	23	90	DI_M_DES_M_R_1_BULLE_B_NC	273	1
DI_0002_0001_0024	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_94	2	1	24	94	DM_M_DES_M_R_1_BULLE_B_NOYAU_CENTRAL	274	2
DI_0002_0001_0025	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	25	93	DI_M_DES_M_R_1_NOYAU_CENTRAL_ARCHIVES	275	3
DI_0002_0001_0026	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	26	93	DI_M_DES_M_R_1_BULLE_B_CIRCULATION	276	3
DI_0002_0001_0027	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	27	93	DI_M_DES_M_R_1_DEPOT_7	277	3
DI_0002_0001_0028	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	28	93	DI_M_DES_M_R_1_DEPOT_8	278	3
DI_0002_0001_0029	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	29	93	DI_M_DES_M_R_1_DEPOT_D_D_A_F_	279	3
DI_0002_0001_0030	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	30	93	DI_M_DES_M_R_1_DEPOT_D_D_A_F_	280	3
DI_0002_0001_0031	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	31	93	DI_M_DES_M_R_1_DEPOT_D_D_A_F_	281	3
DI_0002_0001_0032	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	32	93	DI_M_DES_M_R_1_DEPOT_D_D_A_F_	282	3
DI_0002_0001_0033	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	33	93	DI_M_DES_M_R_1_NOYAU_CENTRAL_PROD_FROID	283	3
DI_0002_0001_0034	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	34	93	DI_M_DES_M_R_1_NOYAU_CENTRAL_PROD_FROID	284	3
DI_0002_0001_0035	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	35	91	DI_M_DES_M_R_1_PARKING_34_35	285	24
DI_0002_0001_0036	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	36	91	DI_M_DES_M_R_1_PARKING_37	286	24
DI_0002_0001_0037	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	37	93	DI_M_DES_M_R_1_BULLE_A_NOYAU_CENT__DEPO5	287	3
DI_0002_0001_0038	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	38	93	DI_M_DES_M_R_1_BULLE_A_NOYAU_CENT__DEPO6	288	3
DI_0002_0001_0039	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_94	2	1	39	94	DM_M_DES_M_R_1_BULLE_A_NOYAU_CENTRAL	289	2
DI_0002_0001_0040	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	40	91	DI_M_DES_M_R_1_PARKING_32_33	290	24
DI_0002_0001_0041	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	41	91	DI_M_DES_M_R_1_PARKING_30_31	291	24
DI_0002_0001_0042	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	42	91	DI_M_DES_M_R_1_PARKING_28	292	24
DI_0002_0001_0043	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	43	91	DI_M_DES_M_R_1_PARKING_25_26	293	24
DI_0002_0001_0044	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	44	91	DI_M_DES_M_R_1_PARKING_23_24	294	24
DI_0002_0001_0045	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	45	91	DI_M_DES_M_R_1_PARKING_21_22	295	24
DI_0002_0001_0046	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	46	91	DI_M_DES_M_R_1_PARKING_19	296	24
DI_0002_0001_0047	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	47	93	DI_M_DES_M_R_1_BULLE_C_NOYAU_CENT__DEPO3	297	3
DI_0002_0001_0048	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	48	93	DI_M_DES_M_R_1_BULLE_C_NOYAU_CENT__DEPO4	298	3
DI_0002_0001_0049	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	49	91	DI_M_DES_M_R_1_PARKING_68	299	24
DI_0002_0001_0050	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	50	91	DI_M_DES_M_R_1_PARKING_71	300	24
DI_0002_0001_0051	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	51	91	DI_M_DES_M_R_1_PARKING_74	301	24
DI_0002_0001_0052	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	52	91	DI_M_DES_M_R_1_PARKING_77	302	24
DI_0002_0001_0053	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	53	91	DI_M_DES_M_R_1_PARKING_59_60	303	24
DI_0002_0001_0054	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	54	91	DI_M_DES_M_R_1_PARKING_57_58	304	24
DI_0002_0001_0055	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	55	91	DI_M_DES_M_R_1_PARKING_40	305	24
DI_0002_0001_0056	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_91	2	1	56	91	DI_M_DES_M_R_1_PARKING_43	306	24
DI_0002_0001_0057	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	57	191	DI_M_DES_M_R_1_PARKING_46	307	53
DI_0002_0001_0058	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	58	191	DI_M_DES_M_R_1_PARKING_48_49	308	53
DI_0002_0001_0059	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	59	191	DI_M_DES_M_R_1_PARKING_51	309	53
DI_0002_0001_0060	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	60	191	DI_M_DES_M_R_1_PARKING_53_54	310	53
DI_0002_0001_0061	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	61	191	DI_M_DES_M_R_1_PARKING_55_56	311	53
DI_0002_0001_0062	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	62	191	DI_M_DES_M_R_1_PARKING_80	312	53
DI_0002_0001_0063	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	63	93	DI_M_DES_M_R_1_DEPOT_9_COTE_GRILLE_PK	313	3
DI_0002_0001_0064	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	64	191	DI_M_DES_M_R_1_PARKING_83_COTE_FERION	314	53
DI_0002_0001_0065	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_94	2	1	65	94	DM_FERION_R_1_ACCES_PK_FERION	315	2
DI_0002_0001_0066	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	66	191	DI_FERION_R_1_PARKING_11	316	53
DI_0002_0001_0067	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	67	193	DI_FERION_R_1_BULLE_C_ACCES_COMPTEUR_EAU	317	52
DI_0002_0001_0068	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_94	2	1	68	94	DM_FERION_R_1_BULLE_C_ACCES_COMPTEUR_EAU	318	2
DI_0002_0001_0069	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	69	193	DI_FERION_R_1_BULLE_C_ACCES_COMPTEUR_EAU	319	52
DI_0002_0001_0070	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	70	193	DI_FERION_R_1_BULLE_C_ACCES_COMPTEUR_EAU	320	52
DI_0002_0001_0071	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	71	193	DI_FERION_R_1_BULLE_C_STATION_CHAUFFAGE	321	52
DI_0002_0001_0072	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	72	193	DI_FERION_R_1_BULLE_C_STATION_PROD_FROID	322	52
DI_0002_0001_0073	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	73	193	DI_FERION_R_1_BULLE_C_LOCAL_BT	323	52
DI_0002_0001_0074	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	74	191	DI_FERION_R_1_PARKING_6	324	53
DI_0002_0001_0075	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	75	193	DI_FERION_R_1_BULLE_C_ACCES_SOUS_STATION	325	52
DI_0002_0001_0076	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	76	191	DI_FERION_R_1_PARKING_9_10	326	53
DI_0002_0001_0077	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	77	191	DI_FERION_R_1_PARKING_4	327	53
DI_0002_0001_0078	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	78	191	DI_FERION_R_1_PARKING_1_2	328	53
DI_0002_0001_0079	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	79	191	DI_FERION_R_1_PARKING_103	329	53
DI_0002_0001_0080	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	80	191	DI_AUTHION_R_1_PARKING_101	330	53
DI_0002_0001_0081	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	81	191	DI_AUTHION_R_1_PARKING_98	331	53
DI_0002_0001_0082	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	82	191	DI_AUTHION_R_1_PARKING_95	332	53
DI_0002_0001_0083	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	83	191	DI_AUTHION_R_1_PARKING_93	333	53
DI_0002_0001_0084	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_191	2	1	84	191	DI_AUTHION_R_1_PARKING_90	334	53
DI_0002_0001_0085	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_103	2	1	85	103	CCF_PELA_R_1_ACCES_DEPOT_2	335	50
DI_0002_0001_0086	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_93	2	1	86	93	_DI_FERION_N_1_NC_REPARTITEUR	336	3
DI_0002_0001_0087	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_106	2	1	87	106	FERION_RDC_CCF_NC_BULLE_C	337	125
DI_0002_0001_0088	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_106	2	1	88	106	FERION_RDC_CCF_CIRCULATION_OUEST	338	125
DI_0002_0001_0089	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_79	2	1	89	79	DI_FERION_BULLE_A_CIRCULATION_OUEST	339	28
DI_0002_0001_0090	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_80	2	1	90	80	DI_FERION_RDC_BULLE_A_SALLE_DE_REUNION	340	98
DI_0002_0001_0091	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_81	2	1	91	81	DI_FERION_RDC_BULLE_B_LOCAL_PHOTOCO_COSS	341	31
DI_0002_0001_0092	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_106	2	1	92	106	FERION_RDC_CCF_NC_BULLE_B	342	125
DI_0002_0001_0093	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_78	2	1	93	78	DI_FERION_RDC_NC	343	30
DI_0002_0001_0094	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_190	2	1	94	190	DI_FERION_N_1_NC	344	84
DI_0002_0001_0095	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_193	2	1	95	193	DI_FERION_N_1_BULLE_B_DEPOT	345	52
DI_0002_0001_0096	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_190	2	1	96	190	DI_FERION_N_1_CIRCULATION_ACCES_BULLE_B	346	84
